#k1  k2  Akw_up(w_target)    Akw_dn(w_target)
9  1  0.0223305  0.00914663
9  2  0.0221917  0.00938506
9  3  0.0219656  0.00979982
9  4  0.0216593  0.0104194
9  5  0.0212825  0.011289
9  6  0.0208465  0.0124777
9  7  0.0203635  0.0140896
9  8  0.0198463  0.0162836
9  9  0.0193076  0.0193077
9  10  0.0187595  0.0235604
9  11  0.0182129  0.0297081
9  12  0.017678  0.0389199
9  13  0.0171634  0.0533741
9  14  0.0166765  0.0774511
9  15  0.0162232  0.120873
9  16  0.0158086  0.208333
9  17  0.0154363  0.416123
9  18  0.0151094  1.0681
9  19  0.0148301  4.7411
9  20  0.0145999  63.6313
9  21  0.0144199  7.28208
9  22  0.0142908  2.61738
9  23  0.0142133  1.67935
9  24  0.0141874  1.47481
9  25  0.0142133  1.67935
9  26  0.0142908  2.61738
9  27  0.0144199  7.28208
9  28  0.0145999  63.6313
9  29  0.0148301  4.7411
9  30  0.0151094  1.0681
9  31  0.0154363  0.416123
9  32  0.0158086  0.208333
9  33  0.0162232  0.120873
9  34  0.0166765  0.0774511
9  35  0.0171634  0.0533741
9  36  0.017678  0.0389199
9  37  0.0182129  0.0297081
9  38  0.0187595  0.0235604
9  39  0.0193076  0.0193077
9  40  0.0198463  0.0162836
9  41  0.0203635  0.0140896
9  42  0.0208465  0.0124777
9  43  0.0212825  0.011289
9  44  0.0216593  0.0104194
9  45  0.0219656  0.00979982
9  46  0.0221917  0.00938506
9  47  0.0223305  0.00914663
9  48  0.0223773  0.00906882

10  0  0.0281048  0.00894695
10  1  0.028034  0.00902249
10  2  0.0278243  0.00925389
10  3  0.0274834  0.00965603
10  4  0.0270235  0.0102559
10  5  0.0264605  0.0110961
10  6  0.0258129  0.0122414
10  7  0.0251004  0.013789
10  8  0.024343  0.0158859
10  9  0.0235604  0.0187595
10  10  0.0227705  0.0227705
10  11  0.0219896  0.0285132
10  12  0.0212317  0.0370097
10  13  0.0205085  0.0501176
10  14  0.0198295  0.0714472
10  15  0.0192023  0.108649
10  16  0.0186325  0.179883
10  17  0.0181242  0.335673
10  18  0.0176805  0.754583
10  19  0.0173031  2.39066
10  20  0.0169935  17.6775
10  21  0.0167522  27.4659
10  22  0.0165798  5.78636
10  23  0.0164762  3.14213
10  24  0.0164417  2.64782
10  25  0.0164762  3.14213
10  26  0.0165798  5.78636
10  27  0.0167522  27.4659
10  28  0.0169935  17.6775
10  29  0.0173031  2.39066
10  30  0.0176805  0.754583
10  31  0.0181242  0.335673
10  32  0.0186325  0.179883
10  33  0.0192023  0.108649
10  34  0.0198295  0.0714472
10  35  0.0205085  0.0501176
10  36  0.0212317  0.0370097
10  37  0.0219896  0.0285132
10  38  0.0227705  0.0227705
10  39  0.0235604  0.0187595
10  40  0.024343  0.0158859
10  41  0.0251004  0.013789
10  42  0.0258129  0.0122414
10  43  0.0264605  0.0110961
10  44  0.0270235  0.0102559
10  45  0.0274834  0.00965603
10  46  0.0278243  0.00925389
10  47  0.028034  0.00902249
10  48  0.0281048  0.00894695

11  0  0.036834  0.00882236
11  1  0.0367197  0.00889562
11  2  0.0363818  0.00911992
11  3  0.0358344  0.00950934
11  4  0.0350997  0.0100893
11  5  0.0342064  0.0109001
11  6  0.0331867  0.0120021
11  7  0.032075  0.0134858
11  8  0.0309048  0.0154869
11  9  0.0297081  0.018213
11  10  0.0285132  0.0219896
11  11  0.0273445  0.0273446
11  12  0.0262225  0.0351682
11  13  0.025163  0.0470376
11  14  0.0241784  0.065918
11  15  0.0232773  0.0978129
11  16  0.0224659  0.156089
11  17  0.021748  0.274525
11  18  0.0211257  0.555212
11  19  0.0205998  1.40485
11  20  0.0201705  5.46749
11  21  0.0198375  49.0212
11  22  0.0196001  20.81
11  23  0.0194579  7.98407
11  24  0.0194106  6.19568
11  25  0.0194579  7.98407
11  26  0.0196001  20.81
11  27  0.0198375  49.0212
11  28  0.0201705  5.46749
11  29  0.0205998  1.40485
11  30  0.0211257  0.555212
11  31  0.021748  0.274525
11  32  0.0224659  0.156089
11  33  0.0232773  0.0978129
11  34  0.0241784  0.065918
11  35  0.025163  0.0470376
11  36  0.0262225  0.0351682
11  37  0.0273445  0.0273446
11  38  0.0285132  0.0219896
11  39  0.0297081  0.018213
11  40  0.0309048  0.0154869
11  41  0.032075  0.0134858
11  42  0.0331867  0.0120021
11  43  0.0342064  0.0109001
11  44  0.0350997  0.0100893
11  45  0.0358344  0.00950934
11  46  0.0363818  0.00911992
11  47  0.0367197  0.00889562
11  48  0.036834  0.00882236

12  0  0.0508794  0.0086973
12  1  0.0506799  0.0087683
12  2  0.0500914  0.00898557
12  3  0.0491428  0.00936242
12  4  0.047879  0.00992284
12  5  0.0463559  0.0107045
12  6  0.0446364  0.0117641
12  7  0.0427841  0.0131855
12  8  0.0408603  0.0150937
12  9  0.0389198  0.0176781
12  10  0.0370097  0.0212317
12  11  0.0351682  0.0262225
12  12  0.0334247  0.0334247
12  13  0.0318007  0.0441757
12  14  0.0303107  0.0609094
12  15  0.0289637  0.0883437
12  16  0.0277642  0.136368
12  17  0.0267136  0.227883
12  18  0.0258109  0.42339
12  19  0.0250541  0.914884
12  20  0.0244402  2.50334
12  21  0.0239665  10.3309
12  22  0.0236302  57.6134
12  23  0.0234293  36.551
12  24  0.0233625  24.6247
12  25  0.0234293  36.551
12  26  0.0236302  57.6134
12  27  0.0239665  10.3309
12  28  0.0244402  2.50334
12  29  0.0250541  0.914884
12  30  0.0258109  0.42339
12  31  0.0267136  0.227883
12  32  0.0277642  0.136368
12  33  0.0289637  0.0883437
12  34  0.0303107  0.0609094
12  35  0.0318007  0.0441757
12  36  0.0334247  0.0334247
12  37  0.0351682  0.0262225
12  38  0.0370097  0.0212317
12  39  0.0389198  0.0176781
12  40  0.0408603  0.0150937
12  41  0.0427841  0.0131855
12  42  0.0446364  0.0117641
12  43  0.0463559  0.0107045
12  44  0.047879  0.00992284
12  45  0.0491428  0.00936242
12  46  0.0500914  0.00898557
12  47  0.0506799  0.0087683
12  48  0.0508794  0.0086973

13  0  0.0752067  0.00857392
13  1  0.074822  0.00864272
13  2  0.0736911  0.00885315
13  3  0.0718811  0.00921779
13  4  0.0694941  0.00975923
13  5  0.066655  0.0105129
13  6  0.0634983  0.0115316
13  7  0.0601557  0.0128933
13  8  0.0567471  0.0147131
13  9  0.053374  0.0171635
13  10  0.0501175  0.0205085
13  11  0.0470376  0.0251631
13  12  0.0441756  0.0318007
13  13  0.0415571  0.0415572
13  14  0.0391949  0.0564356
13  15  0.0370924  0.0801621
13  16  0.0352466  0.120121
13  17  0.0336505  0.192113
13  18  0.0322945  0.333294
13  19  0.0311686  0.64189
13  20  0.0302628  1.41817
13  21  0.0295682  3.74619
13  22  0.0290776  11.9117
13  23  0.0287855  34.4981
13  24  0.0286885  49.7646
13  25  0.0287855  34.4981
13  26  0.0290776  11.9117
13  27  0.0295682  3.74619
13  28  0.0302628  1.41817
13  29  0.0311686  0.64189
13  30  0.0322945  0.333294
13  31  0.0336505  0.192113
13  32  0.0352466  0.120121
13  33  0.0370924  0.0801621
13  34  0.0391949  0.0564356
13  35  0.0415571  0.0415572
13  36  0.0441756  0.0318007
13  37  0.0470376  0.0251631
13  38  0.0501175  0.0205085
13  39  0.053374  0.0171635
13  40  0.0567471  0.0147131
13  41  0.0601557  0.0128933
13  42  0.0634983  0.0115316
13  43  0.066655  0.0105129
13  44  0.0694941  0.00975923
13  45  0.0718811  0.00921779
13  46  0.0736911  0.00885315
13  47  0.074822  0.00864272
13  48  0.0752067  0.00857392

14  0  0.12196  0.00845427
14  1  0.121111  0.00852096
14  2  0.118627  0.00872485
14  3  0.114694  0.00907782
14  4  0.109587  0.00960117
14  5  0.103632  0.0103282
14  6  0.0971597  0.0113082
14  7  0.0904769  0.0126136
14  8  0.083841  0.0143506
14  9  0.0774509  0.0166765
14  10  0.0714471  0.0198295
14  11  0.0659179  0.0241784
14  12  0.0609093  0.0303107
14  13  0.0564356  0.0391949
14  14  0.0524888  0.0524889
14  15  0.0490472  0.0731598
14  16  0.0460811  0.106792
14  17  0.0435578  0.164515
14  18  0.0414447  0.269979
14  19  0.0397114  0.476945
14  20  0.038331  0.915158
14  21  0.0372811  1.90196
14  22  0.0365439  4.09119
14  23  0.0361067  7.82756
14  24  0.0359618  10.222
14  25  0.0361067  7.82756
14  26  0.0365439  4.09119
14  27  0.0372811  1.90196
14  28  0.038331  0.915158
14  29  0.0397114  0.476945
14  30  0.0414447  0.269979
14  31  0.0435578  0.164515
14  32  0.0460811  0.106792
14  33  0.0490472  0.0731598
14  34  0.0524888  0.0524889
14  35  0.0564356  0.0391949
14  36  0.0609093  0.0303107
14  37  0.0659179  0.0241784
14  38  0.0714471  0.0198295
14  39  0.0774509  0.0166765
14  40  0.083841  0.0143506
14  41  0.0904769  0.0126136
14  42  0.0971597  0.0113082
14  43  0.103632  0.0103282
14  44  0.109587  0.00960117
14  45  0.114694  0.00907782
14  46  0.118627  0.00872485
14  47  0.121111  0.00852096
14  48  0.12196  0.00845427

15  0  0.227093  0.00834024
15  1  0.224795  0.00840495
15  2  0.218141  0.0086027
15  3  0.207797  0.00894472
15  4  0.194708  0.00945112
15  5  0.179926  0.0101532
15  6  0.164439  0.0110972
15  7  0.149067  0.0123505
15  8  0.134415  0.0140112
15  9  0.120873  0.0162232
15  10  0.108648  0.0192023
15  11  0.0978127  0.0232773
15  12  0.0883436  0.0289638
15  13  0.080162  0.0370924
15  14  0.0731597  0.0490473
15  15  0.0672179  0.067218
15  16  0.0622199  0.0958955
15  17  0.0580575  0.143105
15  18  0.0546351  0.224452
15  19  0.051871  0.371169
15  20  0.0496976  0.645522
15  21  0.0480611  1.16
15  22  0.0469206  2.04524
15  23  0.0462476  3.17781
15  24  0.0460251  3.77174
15  25  0.0462476  3.17781
15  26  0.0469206  2.04524
